Timestamp,Read throughput (Mbps),Write throughput (Mbps)
1461736500,,
1461736507,10.27619753669805,26.062949369991046
1461736537,2.7478316212276543,12.162519017673674
1461736567,0.052535646756987575,54.18780298551422
1461736597,11.594534831090497,35.623187594443216
1461736627,1.7973364740682367,25.00914235831138
1461736657,4.216854656783159,40.59506270357217
1461736687,7.036512924173904,21.20498548273683
1461736717,0.14374666191938615,2.4281767423326914
1461736747,9.93750350309022,37.41378739372819
1461736777,4.601811220027902,33.91784452625888
1461736807,0.46556540078062286,15.915025239120059
1461736837,13.084230101261506,24.144930107135597
1461736867,5.183611161101799,35.810468240149575
1461736897,0.5245878553501662,6.748776437684484
1461736927,4.559579553843872,71.94291413776972
1461736957,14.984718635317542,23.75570111581288
1461736987,10.456171087847542,35.31241350784166
1461737017,22.083416693388564,36.231429633385076
1461737047,5.066057012694727,35.12675029106414
1461737077,21.411128254766265,61.49001550902361
1461737107,11.59323985766638,45.68922480205498
1461737137,3.6802009790931063,25.569768312829435
1461737167,14.173220121399627,62.03932176671724
1461737197,11.368427441878708,14.865124182277905
1461737227,4.658036354258195,24.024807151470092
1461737257,10.21130357508088,56.93750762535626
1461737287,6.715906348011071,23.31321684314549
1461737317,0.11017993933422365,26.076685545064866
1461737347,7.18681039954082,42.07249898183409
1461737377,8.010334987330975,27.223233775202665
1461737407,0.5172732317436829,20.29085523510174
1461737437,0.18996918009008987,97.49679407727658
1461737467,6.538910416931182,38.84132083214625
1461737497,1.2671549984175585,8.728281778727878
1461737527,5.244200251067018,61.15249551701417
1461737557,0.6541334934458002,29.272330524164136
1461737587,0.6020157198771557,8.575566814683974
1461737617,19.154493144116607,46.534966880696174
1461737647,8.769066035488503,36.90621966067137
1461737677,2.3403052565934,68.09108450825254
1461737707,21.265415813062894,42.67985534124574
1461737737,14.19179048537733,28.80692462603833
1461737767,16.290548655962937,46.366249502744814
1461737797,2.558615315963923,61.498811057339466
1461737827,7.187992202477514,30.53237839757544
1461737857,0.6496625394952903,9.14201137199755
1461737887,7.969551025248644,35.234765293334576
1461737917,1.7789677807039324,49.20199021931897
1461737947,3.774559988890682,39.69788338739548
1461737977,14.92920495632836,48.017829738511324
1461738007,5.055276876511697,29.99167415600398
1461738037,1.5702773907805645,15.596651472621886
1461738067,18.44034286496329,44.965314563711615
1461738097,12.941269502154816,32.248054297573546
1461738127,1.1358337347248684,14.680687499009629
1461738157,23.847529379480434,39.737941053832884
1461738187,6.074461600820723,29.52164030579593
1461738217,15.073198270839413,43.79658244745249
1461738247,9.653696092221814,22.4185541914762
1461738277,0.690991948472972,0.26700970393862417
1461738307,4.953687455714413,66.51412495062817
1461738337,4.08832029000401,22.508992409762307
1461738367,1.3537336189827098,13.06822255291323
1461738397,10.174886173466877,55.62619830820572
1461738427,7.862536952075503,36.60246370190601
1461738457,2.31071319851265,24.289484501038096
1461738487,2.530439555534359,48.33872788614229
1461738517,1.7414251636330236,18.48399469309388
1461738547,0.23094366093165059,14.755365851241951
1461738577,18.951691997305602,36.180161222297116
1461738607,13.326391395136909,24.8973874595438
1461738637,1.5777850322334337,20.468673326376052
1461738667,16.430098677841254,43.64288828732015
1461738697,9.992420892825571,34.76075049793009
1461738727,1.2016446515945094,30.387884936331275
1461738757,16.62596694646455,78.69564423426121
1461738787,6.604209578616734,21.089968922256556
1461738817,1.7222370615857263,19.7948466451613
1461738847,6.391012829803796,65.0072136309477
1461738877,1.8865616313619529,20.64095528120147
1461738907,3.0123844826241033,22.883306915871675
1461738937,13.426318419252043,33.415222374680354
1461738967,8.67649435436072,27.52340790469877
1461738997,2.7138833992660243,30.514217322662
1461739027,0.2820569380934147,38.55881585184806
1461739057,11.189470809131041,25.774969976248585
1461739087,2.0721542827287593,26.768859845971775
1461739117,3.503034254245887,11.772803976574036
1461739147,16.34382935134792,50.15163979314889
1461739177,3.0500480849534117,31.084625573911786
1461739207,0.6634505160932136,14.999438947461757
1461739237,11.981398154497047,12.918495579576408
1461739267,3.160860928911977,27.845256542208887
1461739297,18.61310056006061,34.378265803716275
1461739327,20.00549485468373,38.64271017212994
1461739357,0.2726438083589268,34.03938460663761
1461739387,1.8002286943045769,5.253516800262403
1461739417,7.342204516746028,52.423756015730305
1461739447,9.118875054300126,30.70421680619485
1461739477,1.6306893391636204,12.892228452404693
1461739507,9.679245104291047,61.08799327224308
1461739537,4.820709391956769,31.698037482823068
1461739567,0.8152426680114756,10.96695357689651
1461739597,4.017252601609934,37.139784862721775
1461739627,2.8771112980839444,32.7799148567698
1461739657,0.390092668109215,8.05003055367331
1461739687,15.527965212397275,46.490124621203094
1461739717,0.2241738650293704,42.22742216604358
1461739747,1.5270159454375694,8.23868168083127
1461739777,3.7829628461296645,42.475567106317
1461739807,6.499185827878453,26.356359860264643
1461739837,1.625254670473763,9.162905914307116
1461739867,6.6340957748892215,39.786869461704875
1461739897,15.456679957816343,22.28021658901569
1461739927,2.360537493896399,16.75015518156928
1461739957,1.1746331704114272,31.601781288329573
1461739987,8.22128495079068,19.703806453899734
1461740017,4.9324731016146535,23.032570808542424
1461740047,9.41802395762639,52.066501855304466
1461740077,1.2444612565840147,33.392418943461706
1461740107,4.426197288526924,15.669926986987738
1461740137,16.4198880642163,36.576262240944814
1461740167,20.4710821174381,31.507199708159316
1461740197,0.03750231757181039,44.13975615473602
1461740227,3.5430558124961524,19.118560934579605
1461740257,14.307952209646867,49.26587419211073
1461740287,10.008235768533117,22.880165176467774
1461740317,0.030061476098875054,26.31827731223938
1461740347,2.674432412386278,11.043281760635455
1461740377,9.78928695095742,38.94339731023585
1461740407,11.046004698736638,36.858586609545895
1461740437,1.1102427766336977,14.460495699225284
1461740467,17.051972009212772,31.030455802977617
1461740497,7.07740536636161,21.56923381959144
1461740527,0.41438487791712564,19.80315179861123
1461740557,1.8543462167161753,17.54888765072907
1461740587,10.098968533361258,20.534025424819006
1461740617,4.684065434098212,31.760423803349035
1461740647,4.529813794883222,50.556394246569624
1461740677,17.708505889410205,20.952462330153576
1461740707,2.0715808903835,19.110484641330615
1461740737,11.153679704166546,32.952062422880886
1461740767,17.829012118171235,33.71562267778745
1461740797,4.571470337357868,30.294213944452594
1461740827,1.5916637162257214,6.126260868672361
1461740857,12.954997543813661,45.92382169782544
1461740887,17.404247513776056,27.130759482752218
1461740917,0.06754432977944508,6.1870451934060595
1461740947,2.861789951133095,26.614758751202295
1461740977,6.920248889456212,23.251108152463022
1461741007,1.9596522607931899,21.147121222457987
1461741037,6.250539384326121,79.11498042319731
1461741067,15.381395099318823,28.504101626827
1461741097,2.4993603305337873,26.831292741704537
1461741127,4.3980531506806235,43.798369076000824
1461741157,15.843813228570195,0.20150211168329973
1461741187,7.6758437379437074,31.76514087657672
1461741217,10.4412040816982,51.690394444272485
1461741247,19.070563687326267,30.806662841621037
1461741277,0.6479987832100622,46.30595857344947
1461741307,17.569662781201004,49.20628998617008
1461741337,7.302982999152322,34.07430736861208
1461741367,7.150371087967709,24.5076880316184
1461741397,6.069984652432427,19.160360227163785
1461741427,21.49724103322411,43.31861834036971
1461741457,6.295766648999165,18.332221152476325
1461741487,1.34505854680635,15.520780718775294
1461741517,3.7377124477976693,84.18681324546968
1461741547,15.38382441498305,20.67860752206493
1461741577,1.6131564608066329,19.023028423900662
1461741607,15.339479103874712,47.30275585804486
1461741637,10.634455858509153,7.721055702707156
1461741667,4.292944956603844,37.32032131593434
1461741697,9.218198853834485,25.843285127617865
1461741727,15.92259669122085,45.43015191332361
1461741757,0.11634225349039107,35.859793827359994
1461741787,11.062471536386171,45.851978616452115
1461741817,7.467621716648065,41.8273007775322
1461741847,5.044135170993761,26.685688384125505
1461741877,1.355163040574749,18.94784510108883
1461741907,8.103942272517383,49.09999814929402
1461741937,6.451255130795871,34.76636710709087
1461741967,1.2876834054059776,4.7436665425559905
1461741997,29.502107896843484,21.141191899476528
1461742027,5.377848905030685,27.310629461637866
1461742057,1.5366624494519954,16.26844839225135
1461742087,12.406991613266902,32.86687552466329
1461742117,18.033950271146427,19.373800770063614
1461742147,1.1773242646481155,10.202352724341406
1461742177,10.514980753665855,30.775424246397424
1461742207,19.517086621760125,28.005636919881248
1461742237,0.9106644637966652,0.09678394449323695
1461742267,6.444866091210176,39.774149630312436
1461742297,8.706893759081481,24.005970056939773
1461742327,0.7947288731563836,18.03073123845332
1461742357,0.4545063391452353,17.629692868449965
1461742387,0.09746802319906712,0.7961749914064257
1461742417,2.5160640823065146,0.05879853959167253
1461742447,1.0898385465903009,0.03733619926974718
1461742477,0.8387880438062383,0.22414530058054316
